Codigo Nacional,Nombre Completo,Laboratorio,PVP IVA,Indicaciones,Principios Activos,Clasificacion ATC,Imagen_URL,Video_URL
729755,ALMAGATO STADAPHARM 500 mg 24 COMPRIMIDOS MASTICABLES,STADA S.L,"7,63",- Tratamiento sintomático de [HIPERACIDEZ GASTRICA] en adultos y adolescentes a partir de 12 años.,ALMAGATO 500.0 MILIGRAMOS,"COMBINACIONES Y COMPLEJOS DE COMPUESTO DE ALUMINIO, CALCIO Y MAGNESIO [N4]",http://botplusweb.farmaceuticos.com//Documentos/AEMPS/Fotos/400997/85561_materialas.jpg,https://www.youtube.com/watch?v=-xpPeViJqes
711187,"ALMAX FORTE 1,5 g 24 SOBRES SUSPENSION ORAL",ALMIRALL S.A.,"16,78",- Tratamiento sintomático de [HIPERACIDEZ GASTRICA] en adultos y adolescentes a partir de 12 años.,ALMAGATO 1.5 GRAMOS,"COMBINACIONES Y COMPLEJOS DE COMPUESTO DE ALUMINIO, CALCIO Y MAGNESIO [N4]",,https://www.youtube.com/watch?v=-xpPeViJqes
711185,"ALMAX FORTE 1,5 g 12 SOBRES SUSPENSION ORAL",ALMIRALL S.A.,"11,94",- Tratamiento sintomático de [HIPERACIDEZ GASTRICA] en adultos y adolescentes a partir de 12 años.,ALMAGATO 1.5 GRAMOS,"COMBINACIONES Y COMPLEJOS DE COMPUESTO DE ALUMINIO, CALCIO Y MAGNESIO [N4]",,https://www.youtube.com/watch?v=-xpPeViJqes
727355,ALMAX 500 mg 18 COMPRIMIDOS MASTICABLES,ALMIRALL S.A.,"9,66",- Tratamiento sintomático de [HIPERACIDEZ GASTRICA] en adultos y adolescentes a partir de 12 años.,ALMAGATO 500.0 MILIGRAMOS,"COMBINACIONES Y COMPLEJOS DE COMPUESTO DE ALUMINIO, CALCIO Y MAGNESIO [N4]",,https://www.youtube.com/watch?v=-xpPeViJqes
729938,"ALMAGATO STADAPHARM 1,5 g 24 SOBRES SUSPENSION ORAL",STADA S.L,"13,58",- Tratamiento sintomático de [HIPERACIDEZ GASTRICA] en adultos y adolescentes a partir de 12 años.,ALMAGATO 1.5 GRAMOS,"COMBINACIONES Y COMPLEJOS DE COMPUESTO DE ALUMINIO, CALCIO Y MAGNESIO [N4]",http://botplusweb.farmaceuticos.com//Documentos/AEMPS/Fotos/401000/85630_materialas.jpg,https://www.youtube.com/watch?v=-xpPeViJqes
711183,ALMAX 500 mg 24 COMPRIMIDOS MASTICABLES,ALMIRALL S.A.,"10,76",- Tratamiento sintomático de [HIPERACIDEZ GASTRICA] en adultos y adolescentes a partir de 12 años.,ALMAGATO 500.0 MILIGRAMOS,"COMBINACIONES Y COMPLEJOS DE COMPUESTO DE ALUMINIO, CALCIO Y MAGNESIO [N4]",,https://www.youtube.com/watch?v=-xpPeViJqes
727356,ALMAX 500 mg 54 COMPRIMIDOS MASTICABLES,ALMIRALL S.A.,"14,6",- Tratamiento sintomático de [HIPERACIDEZ GASTRICA] en adultos y adolescentes a partir de 12 años.,ALMAGATO 500.0 MILIGRAMOS,"COMBINACIONES Y COMPLEJOS DE COMPUESTO DE ALUMINIO, CALCIO Y MAGNESIO [N4]",,https://www.youtube.com/watch?v=-xpPeViJqes
763411,ALMAX FORTE 750 mg 48 COMPRIMIDOS MASTICABLES SABOR FRESA,ALMIRALL S.A.,"16,78",- Tratamiento sintomático de [HIPERACIDEZ GASTRICA] en adultos y adolescentes a partir de 12 años.,ALMAGATO 750.0 MILIGRAMOS,"COMBINACIONES Y COMPLEJOS DE COMPUESTO DE ALUMINIO, CALCIO Y MAGNESIO [N4]",,https://www.youtube.com/watch?v=-xpPeViJqes
653585,"ALMAX 1 g/7,5 ml SUSPENSION ORAL 1 FRASCO 225 ml",ALMIRALL S.A.,"7,43",- Tratamiento sintomático de [HIPERACIDEZ GASTRICA] en adultos y adolescentes a partir de 12 años.,ALMAGATO 1.0 GRAMOS,"COMBINACIONES Y COMPLEJOS DE COMPUESTO DE ALUMINIO, CALCIO Y MAGNESIO [N4]",,https://www.youtube.com/watch?v=-xpPeViJqes
763408,ALMAX FORTE 750 mg 48 COMPRIMIDOS MASTICABLES SABOR MENTA,ALMIRALL S.A.,"16,78",- Tratamiento sintomático de [HIPERACIDEZ GASTRICA] en adultos y adolescentes a partir de 12 años.,ALMAGATO 750.0 MILIGRAMOS,"COMBINACIONES Y COMPLEJOS DE COMPUESTO DE ALUMINIO, CALCIO Y MAGNESIO [N4]",,https://www.youtube.com/watch?v=-xpPeViJqes
729756,ALMAGATO STADAPHARM 500 mg 48 COMPRIMIDOS MASTICABLES,STADA S.L,"11,54",- Tratamiento sintomático de [HIPERACIDEZ GASTRICA] en adultos y adolescentes a partir de 12 años.,ALMAGATO 500.0 MILIGRAMOS,"COMBINACIONES Y COMPLEJOS DE COMPUESTO DE ALUMINIO, CALCIO Y MAGNESIO [N4]",http://botplusweb.farmaceuticos.com//Documentos/AEMPS/Fotos/400997/85561_materialas.jpg,https://www.youtube.com/watch?v=-xpPeViJqes
711186,ALMAX 500 mg 48 COMPRIMIDOS MASTICABLES,ALMIRALL S.A.,"14,19",- Tratamiento sintomático de [HIPERACIDEZ GASTRICA] en adultos y adolescentes a partir de 12 años.,ALMAGATO 500.0 MILIGRAMOS,"COMBINACIONES Y COMPLEJOS DE COMPUESTO DE ALUMINIO, CALCIO Y MAGNESIO [N4]",,https://www.youtube.com/watch?v=-xpPeViJqes
763407,ALMAX FORTE 750 mg 24 COMPRIMIDOS MASTICABLES SABOR MENTA,ALMIRALL S.A.,"11,94",- Tratamiento sintomático de [HIPERACIDEZ GASTRICA] en adultos y adolescentes a partir de 12 años.,ALMAGATO 750.0 MILIGRAMOS,"COMBINACIONES Y COMPLEJOS DE COMPUESTO DE ALUMINIO, CALCIO Y MAGNESIO [N4]",,https://www.youtube.com/watch?v=-xpPeViJqes
763406,ALMAX FORTE 750 mg 48 COMPRIMIDOS MASTICABLES SABOR COLA,ALMIRALL S.A.,"16,78",- Tratamiento sintomático de [HIPERACIDEZ GASTRICA] en adultos y adolescentes a partir de 12 años.,ALMAGATO 750.0 MILIGRAMOS,"COMBINACIONES Y COMPLEJOS DE COMPUESTO DE ALUMINIO, CALCIO Y MAGNESIO [N4]",,https://www.youtube.com/watch?v=-xpPeViJqes
722026,ALOCUTAN 50 mg/ml SOLUCION PARA PULVERIZACION CUTANEA 1 FRASCO 60 ml,MIBE PHARMA ESPAÑA,"8,59",- Tratamiento de la [ALOPECIA ANDROGENICA] (caída del cabello) de intensidad moderada.,MINOXIDIL (TOPICO) 50.0 MILIGRAMOS,OTROS PRODUCTOS DERMATOLOGICOS [N4],,https://www.youtube.com/watch?v=pfmaBgrWMiw
722027,ALOCUTAN 50 mg/ml SOLUCION PARA PULVERIZACION CUTANEA 3 FRASCOS 60 ml,MIBE PHARMA ESPAÑA,"16,39",- Tratamiento de la [ALOPECIA ANDROGENICA] (caída del cabello) de intensidad moderada.,MINOXIDIL (TOPICO) 50.0 MILIGRAMOS,OTROS PRODUCTOS DERMATOLOGICOS [N4],,https://www.youtube.com/watch?v=pfmaBgrWMiw
651659,ALOXIDIL 50 mg/ml SOLUCION CUTANEA 1 FRASCO 60 ml,VIÑAS,"12,49",- Tratamiento de la [ALOPECIA ANDROGENICA] (caída del cabello) de intensidad moderada.,MINOXIDIL (TOPICO) 50.0 MILIGRAMOS,OTROS PRODUCTOS DERMATOLOGICOS [N4],,https://www.youtube.com/watch?v=pfmaBgrWMiw
682543,AMAPOLA DE CALIFORNIA ARKOPHARMA 240 mg 100 CAPSULAS,ARKOPHARMA,"14,9","- Tratamiento sintomático del [NERVIOSISMO], [ESTRES] e [IRRITABILIDAD], y como ayuda para mejorar el sueño en [INSOMNIO].
 
 
 
 Su utilización se basa exclusivamente en un uso tradicional.",AMAPOLA DE CALIFORNIA SUMIDAD FLORIDA 240.0 MILIGRAMOS,OTROS HIPNOTICOS Y SEDANTES [N4],,https://www.youtube.com/watch?v=dGQbMN2hGdM
682541,AMAPOLA DE CALIFORNIA ARKOPHARMA 240 mg 50 CAPSULAS,ARKOPHARMA,"8,9","- Tratamiento sintomático del [NERVIOSISMO], [ESTRES] e [IRRITABILIDAD], y como ayuda para mejorar el sueño en [INSOMNIO].
 
 
 
 Su utilización se basa exclusivamente en un uso tradicional.",AMAPOLA DE CALIFORNIA SUMIDAD FLORIDA 240.0 MILIGRAMOS,OTROS HIPNOTICOS Y SEDANTES [N4],,https://www.youtube.com/watch?v=dGQbMN2hGdM
725118,AMAPOLA DE CALIFORNIA ARKOPHARMA 300 mg 84 CAPSULAS,ARKOPHARMA,"18,15","- Tratamiento sintomático del [NERVIOSISMO], [ESTRES] e [IRRITABILIDAD], y como ayuda para mejorar el sueño en [INSOMNIO].
 
 
 
 Su utilización se basa exclusivamente en un uso tradicional.",AMAPOLA DE CALIFORNIA SUMIDAD FLORIDA 300.0 MILIGRAMOS,OTROS HIPNOTICOS Y SEDANTES [N4],,https://www.youtube.com/watch?v=dGQbMN2hGdM
725117,AMAPOLA DE CALIFORNIA ARKOPHARMA 300 mg 45 CAPSULAS,ARKOPHARMA,"11,02","- Tratamiento sintomático del [NERVIOSISMO], [ESTRES] e [IRRITABILIDAD], y como ayuda para mejorar el sueño en [INSOMNIO].
 
 
 
 Su utilización se basa exclusivamente en un uso tradicional.",AMAPOLA DE CALIFORNIA SUMIDAD FLORIDA 300.0 MILIGRAMOS,OTROS HIPNOTICOS Y SEDANTES [N4],,https://www.youtube.com/watch?v=dGQbMN2hGdM
720018,AMBROXOL CINFA EFG 3 mg/ml JARABE 1 FRASCO 200 ml (PET),CINFA,"7,68","- Reducción de la de la [HIPERVISCOSIDAD BRONQUIAL] en [RESFRIADO COMUN] y [GRIPE].
 
 
 
 * Tratamiento de procesos agudos y crónicos de las vías respiratorias que requieran tratamiento secretolítico.",AMBROXOL CLORHIDRATO 3.0 MILIGRAMOS,MUCOLITICOS [N4],http://botplusweb.farmaceuticos.com//Documentos/AEMPS/Fotos/106699/63626_materialas.jpg,https://www.youtube.com/watch?v=FBeZyW2mSrI
732183,AMBROXOL CINFA 6 mg/ml JARABE 1 FRASCO 200 ml,CINFA,"8,59",- Reducción de la de la [HIPERVISCOSIDAD BRONQUIAL] en [RESFRIADO COMUN] y [GRIPE].,AMBROXOL CLORHIDRATO 6.0 MILIGRAMOS,MUCOLITICOS [N4],http://botplusweb.farmaceuticos.com//Documentos/AEMPS/Fotos/402121/86392_materialas.jpg,https://www.youtube.com/watch?v=FBeZyW2mSrI
678649,AMBROXOL CINFA EFG 3 mg/ml JARABE 1 FRASCO 200 ml,CINFA,"7,68","- Reducción de la de la [HIPERVISCOSIDAD BRONQUIAL] en [RESFRIADO COMUN] y [GRIPE].
 
 
 
 * Tratamiento de procesos agudos y crónicos de las vías respiratorias que requieran tratamiento secretolítico.",AMBROXOL CLORHIDRATO 3.0 MILIGRAMOS,MUCOLITICOS [N4],http://botplusweb.farmaceuticos.com//Documentos/AEMPS/Fotos/106699/63626_materialas.jpg,https://www.youtube.com/watch?v=FBeZyW2mSrI
704916,AMIDRIN 1 mg/ml NEBULIZADOR NASAL 15 ml,FARDI,"8,98",- Tratamiento sintomático de la [CONGESTION NASAL].,XILOMETAZOLINA CLORHIDRATO 1.0 MILIGRAMOS,"SIMPATICOMIMETICOS, MONOFARMACOS [N4]",,
705186,AMNIOLINA POMADA 1 TUBO 50 g,REIG JOFRE,"6,85",- [DERMATITIS] y [IRRITACION CUTANEA] de la región glútea y genital.,"TALCO 75.0 MILIGRAMOS; ZINC, OXIDO 170.0 MILIGRAMOS",PRODUCTOS CON ZINC [N4],,
658945,ANESTEFARIN 5 mg/5 mg 20 COMPRIMIDOS PARA CHUPAR,FARLINE,"9,95","- Alivio sintomático de las [INFECCION BUCAL] y [FARINGITIS], que cursen con dolor y sin fiebre (irritación de garganta, [AFONIA], [RONQUERA], [AFTAS ORALES]).",CLORHEXIDINA (ESTOMATOLOGICO) DICLORHIDRATO 5.0 MILIGRAMOS; BENZOCAINA (ESTOMATOLOGICA) 5.0 MILIGRAMOS,ANTISEPTICOS [N4],,
715501,"ANGIFEN 8,75 mg 16 PASTILLAS PARA CHUPAR (SABOR MENTA)",ALFASIGMA ESPAÑA S.L.,"11,75",- Alivio sintomático a corto plazo del [DOLOR DE GARGANTA].,FLURBIPROFENO (BUCAL) 8.75 MILIGRAMOS,OTROS PREPARADOS PARA LA GARGANTA [N4],http://botplusweb.farmaceuticos.com//Documentos/AEMPS/Fotos/398217/81911_materialas.jpg,
659724,ANGILEPTOL 30 COMPRIMIDOS PARA CHUPAR (SABOR MENTA-EUCALIPTO),ALFASIGMA ESPAÑA S.L.,"11,75","- Alivio sintomático local y temporal de [INFECCION BUCAL], [ESTOMATITIS] y [FARINGITIS] leves: [AFTAS ORALES], [IRRITACION] de garganta por agentes agresores externos como tabaco, cambios bruscos de temperatura, polvo, que cursan con dolor y sin fiebre.",ENOXOLONA 3.0 MILIGRAMOS; BENZOCAINA (ESTOMATOLOGICA) 4.0 MILIGRAMOS; CLORHEXIDINA (ESTOMATOLOGICO) CLORHIDRATO 5.0 MILIGRAMOS,ANTISEPTICOS [N4],http://botplusweb.farmaceuticos.com//Documentos/AEMPS/Fotos/204858/69196_materialas.jpg,
729708,"ANGIFEN 8,75 mg 16 PASTILLAS PARA CHUPAR (SABOR NARANJA)",ALFASIGMA ESPAÑA S.L.,"11,75",- Alivio sintomático a corto plazo del [DOLOR DE GARGANTA].,FLURBIPROFENO (BUCAL) 8.75 MILIGRAMOS,OTROS PREPARADOS PARA LA GARGANTA [N4],http://botplusweb.farmaceuticos.com//Documentos/AEMPS/Fotos/406822/85551_materialas.jpg,
693820,ANGILEPTOL 30 COMPRIMIDOS PARA CHUPAR (SABOR MENTA),ALFASIGMA ESPAÑA S.L.,"11,75","- Alivio sintomático local y temporal de [INFECCION BUCAL], [ESTOMATITIS] y [FARINGITIS] leves: [AFTAS ORALES], [IRRITACION] de garganta por agentes agresores externos como tabaco, cambios bruscos de temperatura, polvo, que cursan con dolor y sin fiebre.",ENOXOLONA 3.0 MILIGRAMOS; BENZOCAINA (ESTOMATOLOGICA) 4.0 MILIGRAMOS; CLORHEXIDINA (ESTOMATOLOGICO) CLORHIDRATO 5.0 MILIGRAMOS,ANTISEPTICOS [N4],http://botplusweb.farmaceuticos.com//Documentos/AEMPS/Fotos/101722/47342_materialas.jpg,
934091,ANGILEPTOL 30 COMPRIMIDOS PARA CHUPAR (SABOR MIEL-LIMON),ALFASIGMA ESPAÑA S.L.,"11,75","- Alivio sintomático local y temporal de [INFECCION BUCAL], [ESTOMATITIS] y [FARINGITIS] leves: [AFTAS ORALES], [IRRITACION] de garganta por agentes agresores externos como tabaco, cambios bruscos de temperatura, polvo, que cursan con dolor y sin fiebre.",ENOXOLONA 3.0 MILIGRAMOS; BENZOCAINA (ESTOMATOLOGICA) 4.0 MILIGRAMOS; CLORHEXIDINA (ESTOMATOLOGICO) CLORHIDRATO 5.0 MILIGRAMOS,ANTISEPTICOS [N4],http://botplusweb.farmaceuticos.com//Documentos/AEMPS/Fotos/108025/64119_materialas.jpg,
658261,ANGINOCOM 5 mg/5 mg 20 COMPRIMIDOS PARA CHUPAR (SABOR NARANJA),FERRER INTERNACIONAL,"7,43","- Alivio sintomático de las [INFECCION BUCAL] y [FARINGITIS], que cursen con dolor y sin fiebre (irritación de garganta, [AFONIA], [RONQUERA], [AFTAS ORALES]).",CLORHEXIDINA (ESTOMATOLOGICO) DICLORHIDRATO 5.0 MILIGRAMOS; BENZOCAINA (ESTOMATOLOGICA) 5.0 MILIGRAMOS,ANTISEPTICOS [N4],,
658259,ANGINOCOM 5 mg/5 mg 20 COMPRIMIDOS PARA CHUPAR (SABOR LIMON),FERRER INTERNACIONAL,"7,43","- Alivio sintomático de las [INFECCION BUCAL] y [FARINGITIS], que cursen con dolor y sin fiebre (irritación de garganta, [AFONIA], [RONQUERA], [AFTAS ORALES]).",CLORHEXIDINA (ESTOMATOLOGICO) DICLORHIDRATO 5.0 MILIGRAMOS; BENZOCAINA (ESTOMATOLOGICA) 5.0 MILIGRAMOS,ANTISEPTICOS [N4],,
714220,ANGITUSS 6 mg/ml JARABE 1 FRASCO 200 ml,ALFASIGMA ESPAÑA S.L.,"11,44","- Tratamiento de [TOS SECA] improductiva, como tos irritativa o tos nerviosa en adultos, adolescentes y niños a partir de 2 años.",LEVODROPROPIZINA 6.0 MILIGRAMOS,OTROS SUPRESORES DE LA TOS [N4],http://botplusweb.farmaceuticos.com//Documentos/AEMPS/Fotos/90491/61382_materialas.jpg,
709162,ANSO POMADA RECTAL 1 TUBO 50 g,LACER,"14,3","- Tratamiento local sintomático de las manifestaciones asociadas con [HEMORROIDES], como la inflamación, el dolor, el picor o el escozor.",LIDOCAINA (TOPICO) CLORHIDRATO 20.0 MILIGRAMOS; PENTOSANO POLISULFATO SODICO SODICO 10.0 MILIGRAMOS; TRIAMCINOLONA (RECTAL) ACETONIDO 0.1 MILIGRAMOS,OTROS AGENTES DE USO TOPICO PARA EL TRATAMIENTO DE HEMORROIDES Y FISURAS ANALES [N4],,
709436,ANTICATARRAL EDIGEN 10 SOBRES POLVO PARA SOLUCION ORAL,ARISTO PHARMA IBERIA S.L.,"9,99","- Tratamiento sintomático de [RESFRIADO COMUN] o [GRIPE] que cursen con dolor leve o moderado, fiebre, congestión y secreción nasal en adultos y adolescentes a partir de 15 años.",PARACETAMOL 500.0 MILIGRAMOS; CLORFENAMINA MALEATO 4.0 MILIGRAMOS; FENILEFRINA CLORHIDRATO 10.0 MILIGRAMOS,ANILIDAS [N4],,https://www.youtube.com/watch?v=j2deO-DcrvI&list=PL3n4WGtlmfBigY0-Lx96gc9KWstm_6YRE&index=2
709451,ANTICERUMEN LIADE 50 mg/ml GOTAS OTICAS EN SOLUCION 1 FRASCO 10 ml,DESMA,"9,99",- Reblandecimiento de [TAPON DE CERUMEN] del conducto auditivo externo.,LAURILSULFATO SODICO 50.0 MILIGRAMOS,ANALGESICOS Y ANESTESICOS [N4],,
650902,ANTICATARRAL EDIGEN 20 SOBRES POLVO PARA SOLUCION ORAL,ARISTO PHARMA IBERIA S.L.,"12,96","- Tratamiento sintomático de [RESFRIADO COMUN] o [GRIPE] que cursen con dolor leve o moderado, fiebre, congestión y secreción nasal en adultos y adolescentes a partir de 15 años.",PARACETAMOL 500.0 MILIGRAMOS; CLORFENAMINA MALEATO 4.0 MILIGRAMOS; FENILEFRINA CLORHIDRATO 10.0 MILIGRAMOS,ANILIDAS [N4],,https://www.youtube.com/watch?v=j2deO-DcrvI&list=PL3n4WGtlmfBigY0-Lx96gc9KWstm_6YRE&index=2
741793,ANTICONGESTIVA CUSI PASTA TOPICA 1 TUBO 45 g,STADA S.L,"10,3","- Tratamiento de las afecciones que supongan escoceduras e [IRRITACION CUTANEA]: [DERMATITIS DEL PAÑAL] o en otras zonas de roce con la ropa.
 
 
 
 - Protección y alivio de irritaciones leves, como en caso de [EXCORIACION].","ALMIDON 250.0 MILIGRAMOS; ZINC, OXIDO 250.0 MILIGRAMOS",PRODUCTOS CON ZINC [N4],http://botplusweb.farmaceuticos.com//Documentos/AEMPS/Fotos/100554/33302_materialas.jpg,
730410,ANTIDOL 1 g 10 COMPRIMIDOS,CINFA,"3,95","- Tratamiento sintomático del dolor de intensidad leve a moderada, tales como [CEFALEA], [ODONTALGIA], [DISMENORREA], [DOLOR OSTEOMUSCULAR] como [CONTRACTURA MUSCULAR], [TORTICOLIS], [LUMBALGIA], [ARTROSIS] o [ARTRITIS REUMATOIDE], [NEURALGIA] como [CIATICA], dolor de garganta, [DOLOR POSTOPERATORIO] o postparto. 
 
 
 
 - Tratamiento sintomático de [FIEBRE].",PARACETAMOL 1.0 GRAMOS,ANILIDAS [N4],http://botplusweb.farmaceuticos.com//Documentos/AEMPS/Fotos/401539/85780_materialas.jpg,https://www.youtube.com/watch?v=jrSrRyLf0vU
764454,ANTIDOL 1 g 10 SOBRES POLVO EFERVESCENTE,CINFA,"5,95","- Tratamiento sintomático del dolor de intensidad leve a moderada, tales como [CEFALEA], [ODONTALGIA], [DISMENORREA], [DOLOR OSTEOMUSCULAR] como [CONTRACTURA MUSCULAR], [TORTICOLIS], [LUMBALGIA], [ARTROSIS] o [ARTRITIS REUMATOIDE], [NEURALGIA] como [CIATICA], dolor de garganta, [DOLOR POSTOPERATORIO] o postparto. 
 
 
 
 - Tratamiento sintomático de [FIEBRE].
 
 
 
 Dolostop 1 g solución oral: está indicado en adultos y adolescentes mayores de 15 años y peso superior a 50 kg.",PARACETAMOL 1.0 GRAMOS,ANILIDAS [N4],,https://www.youtube.com/watch?v=jrSrRyLf0vU
732699,ANTIDOL 1 g 10 SOBRES SOLUCION ORAL 10 ml,CINFA,"6,65","- Tratamiento sintomático del dolor de intensidad leve a moderada, tales como [CEFALEA], [ODONTALGIA], [DISMENORREA], [DOLOR OSTEOMUSCULAR] como [CONTRACTURA MUSCULAR], [TORTICOLIS], [LUMBALGIA], [ARTROSIS] o [ARTRITIS REUMATOIDE], [NEURALGIA] como [CIATICA], dolor de garganta, [DOLOR POSTOPERATORIO] o postparto. 
 
 
 
 - Tratamiento sintomático de [FIEBRE].
 
 
 
 Dolostop 1 g solución oral: está indicado en adultos y adolescentes mayores de 15 años y peso superior a 50 kg.",PARACETAMOL 1.0 GRAMOS,ANILIDAS [N4],http://botplusweb.farmaceuticos.com//Documentos/AEMPS/Fotos/406194/86526_materialas.jpg,https://www.youtube.com/watch?v=jrSrRyLf0vU
961805,ANTIDOL 500 mg 20 COMPRIMIDOS RECUBIERTOS,CINFA,"3,95","- Tratamiento sintomático del dolor de intensidad leve a moderada, tales como [CEFALEA], [ODONTALGIA], [DISMENORREA], [DOLOR OSTEOMUSCULAR] como [CONTRACTURA MUSCULAR], [TORTICOLIS], [LUMBALGIA], [ARTROSIS] o [ARTRITIS REUMATOIDE], [NEURALGIA] como [CIATICA], dolor de garganta, [DOLOR POSTOPERATORIO] o postparto. 
 
 
 
 - Tratamiento sintomático de [FIEBRE].",PARACETAMOL 500.0 MILIGRAMOS,ANILIDAS [N4],http://botplusweb.farmaceuticos.com//Documentos/AEMPS/Fotos/93173/56423_materialas.jpg,https://www.youtube.com/watch?v=jrSrRyLf0vU
732702,ANTIDOL 500 mg 20 SOBRES SOLUCION ORAL 5 ml,CINFA,"5,95","- Tratamiento sintomático del dolor de intensidad leve a moderada, tales como [CEFALEA], [ODONTALGIA], [DISMENORREA], [DOLOR OSTEOMUSCULAR] como [CONTRACTURA MUSCULAR], [TORTICOLIS], [LUMBALGIA], [ARTROSIS] o [ARTRITIS REUMATOIDE], [NEURALGIA] como [CIATICA], dolor de garganta, [DOLOR POSTOPERATORIO] o postparto. 
 
 
 
 - Tratamiento sintomático de [FIEBRE].
 
 
 
 Dolostop 500 mg solución oral: está indicado en adultos y niños con peso superior a 33 kg (10-12 años, aprox.).",PARACETAMOL 500.0 MILIGRAMOS,ANILIDAS [N4],http://botplusweb.farmaceuticos.com//Documentos/AEMPS/Fotos/424790/86527_materialas.jpg,https://www.youtube.com/watch?v=jrSrRyLf0vU
730412,ANTIDOL 650 mg 20 COMPRIMIDOS,CINFA,"4,5","- Tratamiento sintomático del dolor de intensidad leve a moderada, tales como [CEFALEA], [ODONTALGIA], [DISMENORREA], [DOLOR OSTEOMUSCULAR] como [CONTRACTURA MUSCULAR], [TORTICOLIS], [LUMBALGIA], [ARTROSIS] o [ARTRITIS REUMATOIDE], [NEURALGIA] como [CIATICA], dolor de garganta, [DOLOR POSTOPERATORIO] o postparto. 
 
 
 
 - Tratamiento sintomático de [FIEBRE].",PARACETAMOL 650.0 MILIGRAMOS,ANILIDAS [N4],http://botplusweb.farmaceuticos.com//Documentos/AEMPS/Fotos/401538/85782_materialas.jpg,https://www.youtube.com/watch?v=jrSrRyLf0vU
765207,ANTIDOL DUAL 500 mg/200 mg 20 COMPRIMIDOS RECUBIERTOS,CINFA,"6,95","- Tratamiento sintomático del dolor de intensidad leve a moderada, tales como [CEFALEA], [ODONTALGIA], [DISMENORREA], [DOLOR OSTEOMUSCULAR] como [CONTRACTURA MUSCULAR], [TORTICOLIS], [LUMBALGIA], [ARTROSIS] o [ARTRITIS REUMATOIDE], [NEURALGIA] como [CIATICA], dolor de garganta, [DOLOR POSTOPERATORIO] o postparto. 
 
 
 
 - Tratamiento sintomático de [FIEBRE].",PARACETAMOL 500.0 MILIGRAMOS; IBUPROFENO 200.0 MILIGRAMOS,ANILIDAS [N4],http://botplusweb.farmaceuticos.com//Documentos/AEMPS/Fotos/426462/89654_materialas.jpg,https://www.youtube.com/watch?v=1xMMZV7ZuMg
722077,ANTIDOL INFANTIL 100 mg/ml SOLUCION ORAL 1 FRASCO 90 ml,CINFA,"6,2","- Tratamiento sintomático del dolor de intensidad leve a moderada, tales como [CEFALEA], [ODONTALGIA], [DISMENORREA], [DOLOR OSTEOMUSCULAR] como [CONTRACTURA MUSCULAR], [TORTICOLIS], [LUMBALGIA], [ARTROSIS] o [ARTRITIS REUMATOIDE], [NEURALGIA] como [CIATICA], dolor de garganta, [DOLOR POSTOPERATORIO] o postparto. 
 
 
 
 - Tratamiento sintomático de [FIEBRE].
 
 
 
 Dolostop 1 g solución oral: está indicado en adultos y adolescentes mayores de 15 años y peso superior a 50 kg.",PARACETAMOL 100.0 MILIGRAMOS,ANILIDAS [N4],http://botplusweb.farmaceuticos.com//Documentos/AEMPS/Fotos/423913/83208_materialas.jpg,https://www.youtube.com/watch?v=jrSrRyLf0vU
952770,ANTIVERRUGAS ISDIN COLODION 1 FRASCO 20 ml,ISDIN,"11,85",- Tratamiento de las [VERRUGAS].,"LACTICO, ACIDO 167.0 MILIGRAMOS; SALICILICO, ACIDO 167.0 MILIGRAMOS",PREPARADOS ANTI-VERRUGAS Y CALLICIDAS [N4],,
661266,APIREDOL 100 mg/ml SOLUCION ORAL 1 FRASCO 60 ml,IONFARMA,"3,12","- Tratamiento sintomático del dolor de intensidad leve a moderada, tales como [CEFALEA], [ODONTALGIA], [DISMENORREA], [DOLOR OSTEOMUSCULAR] como [CONTRACTURA MUSCULAR], [TORTICOLIS], [LUMBALGIA], [ARTROSIS] o [ARTRITIS REUMATOIDE], [NEURALGIA] como [CIATICA], dolor de garganta, [DOLOR POSTOPERATORIO] o postparto. 
 
 
 
 - Tratamiento sintomático de [FIEBRE].",PARACETAMOL 100.0 MILIGRAMOS,ANILIDAS [N4],,https://www.youtube.com/watch?v=jrSrRyLf0vU
750521,APIRETAL 100 mg/ml SOLUCION ORAL 1 FRASCO 60 ml,ERN,"3,12","- Tratamiento sintomático del dolor de intensidad leve a moderada, tales como [CEFALEA], [ODONTALGIA], [DISMENORREA], [DOLOR OSTEOMUSCULAR] como [CONTRACTURA MUSCULAR], [TORTICOLIS], [LUMBALGIA], [ARTROSIS] o [ARTRITIS REUMATOIDE], [NEURALGIA] como [CIATICA], dolor de garganta, [DOLOR POSTOPERATORIO] o postparto. 
 
 
 
 - Tratamiento sintomático de [FIEBRE].",PARACETAMOL 100.0 MILIGRAMOS,ANILIDAS [N4],,https://www.youtube.com/watch?v=jrSrRyLf0vU
